,id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
1945,39451,tt0970866,1.903671,100000000,310650585,Little Fockers,Robert De Niro|Ben Stiller|Owen Wilson|Dustin Hoffman|Barbra Streisand,http://www.littlefockers.net/,Paul Weitz,"Kids bring everyone closer, right?",nurse|cat|father-in-law|vomit|kids and family,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",98,Comedy|Romance,Paramount Pictures|Universal Pictures|Everyman Pictures|Relativity Media|Dreamworks Pictures,12/21/10,717,5.4,2010,100000000.0,310650585.0
1949,10192,tt0892791,1.820934,165000000,752600867,Shrek Forever After,Mike Myers|Eddie Murphy|Cameron Diaz|Antonio Banderas|Julie Andrews,http://www.shrekforeverafter.com/,Mike Mitchell,It ain't Ogre... Til it's Ogre,ogre|3d,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Awayâ€”where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never metâ€”he sets out to restore his world and reclaim his true love.",93,Comedy|Adventure|Fantasy|Animation|Family,DreamWorks Animation,5/16/10,1191,6.0,2010,165000000.0,752600867.0
1951,34544,tt0429493,1.730679,110000000,177238796,The A-Team,Liam Neeson|Bradley Cooper|Jessica Biel|Sharlto Copley|Patrick Wilson,http://www.ateam-movie.com,Joe Carnahan,There Is No Plan B,war crimes|military court|military service|double crossed|aftercreditsstinger,"A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. â€˜Howling Madâ€™ Murdock , Sgt. Bosco â€˜B.A.â€™ Baracus, and Lt. Templeton â€˜Facemanâ€™ Peck help out various people they encounter.",117,Thriller|Action|Adventure|Comedy|Crime,20th Century Fox,6/10/10,1162,6.2,2010,110000000.0,177238796.0
1953,23631,tt0985694,1.71986,20000000,31327899,Machete,Danny Trejo|Michelle Rodriguez|Jessica Alba|Robert De Niro|Lindsay Lohan,http://www.vivamachete.com/,Robert Rodriguez|Ethan Maniquis,He was given an offer he couldn't refuse...,illegal immigration|immigration law|machete|politician|death of a child,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",105,Action|Comedy|Thriller,Dune Entertainment|Dune Entertainment III|Troublemaker Studios|Overnight Films,9/1/10,753,6.2,2010,20000000.0,31327899.0
1954,38365,tt1375670,1.659355,80000000,271430189,Grown Ups,Adam Sandler|Salma Hayek|Maria Bello|Steve Buscemi|Maya Rudolph,http://www.grownups-movie.com/,Dennis Dugan,Boys will be boys. . . some longer than others.,overweight|swing|foot|convertible|arrow,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",102,Comedy,Columbia Pictures|Happy Madison Productions|Relativity Media,6/24/10,1144,6.1,2010,80000000.0,271430189.0
1956,35056,tt1279935,1.618371,55000000,152263880,Date Night,Steve Carell|Tina Fey|Mark Wahlberg|Taraji P. Henson|Jimmi Simpson,http://www.datenight-movie.com/,Shawn Levy,One ordinary couple. One little white lie.,date|corruption|taxi|expensive restaurant|wife husband relationship,"The mild-mannered married couple Phil and Claire fear that their relationship may be falling into a stale rut. During their weekly date night, they impetuously steal a dinner reservation, which leads to a case of mistaken identity. Turns out the reservation was for a pair of thieves, and now a number of unsavory characters want Phil and Claire killed.",97,Comedy,Twentieth Century Fox Film Corporation|Dune Entertainment|21 Laps Entertainment,4/8/10,781,5.9,2010,55000000.0,152263880.0
1957,23168,tt0840361,1.614028,37000000,154026136,The Town,Ben Affleck|Rebecca Hall|Jeremy Renner|Jon Hamm|Blake Lively,http://thetownmovie.warnerbros.com/,Ben Affleck,Welcome to the bank robbery capital of America.,money laundering|ambulance|boston|massachusetts|bank manager,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her â€“ but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",125,Crime|Drama|Thriller,Legendary Pictures|GK Films|Thunder Road Pictures|Warner Bros.,9/15/10,930,6.9,2010,37000000.0,154026136.0
1958,23169,tt1403981,1.5793700000000002,20000000,0,Remember Me,Robert Pattinson|Pierce Brosnan|Emilie de Ravin|Chris Cooper|Lena Olin,http://rememberme-movie.com/,Allen Coulter,Live in the moments.,new york|father-son relationship|grieving|romantic drama|young adult,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",113,Drama|Romance,Summit Entertainment,3/12/10,568,6.8,2010,20000000.0,0.0
1959,24021,tt1325004,1.5462120000000001,68000000,698491347,The Twilight Saga: Eclipse,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,http://eclipsethemovie.com,David Slade,It all begins ... With a choice.,vampire|graduation|immortality|werewolf,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",124,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,6/23/10,1331,5.9,2010,68000000.0,698491347.0
1960,38055,tt1001526,1.540322,130000000,321885765,Megamind,Will Ferrell|Brad Pitt|Tina Fey|Jonah Hill|David Cross,http://www.megamind.com,Tom McGrath,His brain is off the chain.,saving the world|date|prison|secret identity|fish,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",95,Animation|Action|Comedy|Family|Science Fiction,DreamWorks Animation,10/28/10,1190,6.6,2010,130000000.0,321885765.0
1961,10196,tt0938283,1.538276,150000000,318502923,The Last Airbender,Noah Ringer|Nicola Peltz|Jackson Rathbone|Dev Patel|Shaun Toub,http://www.thelastairbendermovie.com/,M. Night Shyamalan,"Four nations, one destiny",fire|ice|war ship|prince|kingdom,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",103,Action|Adventure|Family|Fantasy,"Paramount Pictures|Nickelodeon Movies|Kennedy/Marshall Company, The|Industrial Light & Magic (ILM)|Blinding Edge Pictures",6/30/10,732,4.7,2010,150000000.0,318502923.0
1962,27581,tt1386588,1.419224,100000000,170432927,The Other Guys,Will Ferrell|Mark Wahlberg|Eva Mendes|Samuel L. Jackson|Dwayne Johnson,http://www.theotherguys-movie.com/,Adam McKay,When the cops are busy... Our only hope is...,ceo|fire truck|starts with narration|shot in the shoulder|zip line,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",107,Action|Comedy|Crime,Columbia Pictures|Gary Sanchez Productions,8/6/10,951,6.1,2010,100000000.0,170432927.0
1963,42941,tt1320304,1.402935,0,0,30 Days of Night: Dark Days,Kiele Sanchez|Mia Kirshner|Diora Baird|Rhys Coiro|Harold Perrineau,http://www.sonypictures.com/homevideo/30daysofnightdarkdays/,Ben Ketai,Don't walk into the dark.,hero|vampire|supernatural|revenge|rivalry,"After surviving the incidents in Barrow, Alaska, Stella Olemaun relocates to Los Angeles, where she intentionally attracts the attention of the local vampire population in order to avenge the death of her husband, Eben.",92,Horror|Thriller,Ghost House Pictures,10/4/10,74,4.8,2010,0.0,0.0
1964,49018,tt1591095,1.396973,1500000,97009150,Insidious,Patrick Wilson|Rose Byrne|Barbara Hershey|Leigh Whannell|Angus Sampson,http://www.insidious-movie.com/,James Wan,It's not the house that's haunted.,medium|evil spirit|house warming|aftercreditsstinger,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",103,Horror|Thriller,Alliance Films|IM Global|Stage 6 Films|Haunted Movies,9/13/10,999,6.7,2010,1500000.0,97009150.0
1965,41233,tt1193631,1.386743,30000000,159291809,Step Up 3D,Rick Malambri|Adam G. Sevani|Joe Slaughter|Sharni Vinson|Alyson Stoner,http://stepupmovie.com/,Jon M. Chu,Two Worlds. One Dream.,musical|duringcreditsstinger|3d,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",107,Drama|Romance,Summit Entertainment|Touchstone Pictures,8/4/10,365,6.5,2010,30000000.0,159291809.0
1966,45269,tt1504320,1.385499,15000000,414211549,The King's Speech,Colin Firth|Geoffrey Rush|Helena Bonham Carter|Guy Pearce|Timothy Spall,http://www.kingsspeech.com/,Tom Hooper,Find your voice.,great britain|radio|monarchy|radio transmission|royal family,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",118,Drama|History,The Weinstein Company|UK Film Council|Bedlam Productions|See-Saw Films|Aegis Film Fund,9/6/10,1688,7.4,2010,15000000.0,414211549.0
1967,43347,tt0758752,1.3652790000000001,30000000,102820008,Love & Other Drugs,Jake Gyllenhaal|Anne Hathaway|Oliver Platt|Hank Azaria|Gabriel Macht,http://www.loveandotherdrugsthemovie.com/,Edward Zwick,Addicted to one-night stands or dependent on one another?,male nudity|female nudity|letter|love|viagra,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",112,Drama|Comedy|Romance,Bedford Falls Productions|Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|Stuber Productions,11/22/10,756,6.5,2010,30000000.0,102820008.0
1968,49009,tt1023114,1.36053,30000000,20348249,The Way Back,Colin Farrell|Dejan Angelov|DragoÈ™ Bucur|Ed Harris|Jim Sturgess,http://thewaybackthemovie.com/,Peter Weir,Their escape was just the beginning,escape|india|gulag|american|thug,"Peter Weir's follow-up to Master &amp; Commander (2003) is the stark &amp; brilliant The Way Back, which takes on the theme of man's struggle for freedom. At the dawn of WWII, several men escape from a Russian gulag. The film details their perilous &amp; uncertain journey to freedom, as they cross deserts, mountains, &amp; several nations.",133,Drama|Adventure|History,Polish Film Institute|Imagenation Abu Dhabi FZ|Exclusive Films|Monolith Films|On the Road,9/3/10,246,6.7,2010,30000000.0,20348249.0
1969,31867,tt1053424,1.348633,32000000,18409891,Repo Men,Jude Law|Forest Whitaker|Alice Braga|Liev Schreiber|Carice van Houten,http://www.repomenarecoming.com/,Miguel Sapochnik,"For a price, any organ in your body can be replaced. But it can also be repossessed.",dystopia|evil corporation|repo man|aftercreditsstinger,"In the future, medical technology has advanced to the point where people can buy artificial organs to extend their lives. But if they default on payments, an organization known as the Union sends agents to repossess the organs. Remy is one of the best agents in the business, but when he becomes the recipient of an artificial heart, he finds himself in the same dire straits as his many victims.",111,Action|Science Fiction|Thriller|Crime,Universal Pictures|Stuber Productions|Dentsu|Relativity Media,3/18/10,375,6.1,2010,32000000.0,18409891.0
1970,23830,tt1294688,1.344701,7000000,7644937,Last Night,Keira Knightley|Sam Worthington|Eva Mendes|Guillaume Canet|Griffin Dunne,http://www.lastnightmovie.com/,Massy Tadjedin,Temptation can lead anywhere.,new york|infidelity|ex-girlfriend|loyalty|trip,"The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love.",90,Drama|Romance,Gaumont|Nick Wechsler Productions|Star Entertainment,5/11/10,150,6.1,2010,7000000.0,7644937.0
1971,37834,tt1013743,1.325302,117000000,261930431,Knight and Day,Tom Cruise|Cameron Diaz|Peter Sarsgaard|Viola Davis|Jordi MollÃ ,http://www.knightanddaymovie.com,James Mangold,Every Hit Man Deserves a Second Shot!,spy|airport|gas station|garage|pilot,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one â€“ even themselves â€“ are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",109,Action|Comedy,Tree Line Films|Twentieth Century Fox Film Corporation|Dune Entertainment|Regency Enterprises|Pink Machine,6/15/10,1045,5.9,2010,117000000.0,261930431.0
1973,38167,tt0879870,1.271623,60000000,204594016,Eat Pray Love,Julia Roberts|James Franco|Javier Bardem|Billy Crudup|Richard Jenkins,http://www.sonypictures.com/movies/eatpraylove/,Ryan Murphy,Let Yourself GO,indonesia|female protagonist|india|divorce|bali,"Liz Gilbert had everything a modern woman is supposed to dream of having - a husband, a house, a successful career - yet like so many others, she found herself lost, confused, and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy; the power of prayer in India, and, finally and unexpectedly, the inner peace and balance of true love in Bali. Based upon the bestselling memoir by Elizabeth Gilbert.",133,Drama,Columbia Pictures|Red Om Films|Plan B Entertainment,8/12/10,407,5.7,2010,60000000.0,204594016.0
1974,46705,tt1120985,1.271367,1000000,12355734,Blue Valentine,Ryan Gosling|Michelle Williams|Mike Vogel|John Doman|Faith Wladyka,http://www.bluevalentinemovie.com/,Derek Cianfrance,Nobody Baby But You And Me,dancing|nurse|depression|classroom|bridge,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",112,Drama|Romance,Hunting Lane Films|Silverwood Films|Incentive Filmed Entertainment|Chrysler Corporation|Shade Pictures,12/27/10,530,6.9,2010,1000000.0,12355734.0
1975,27573,tt1038919,1.255298,40000000,136000000,The Bounty Hunter,Gerard Butler|Jennifer Aniston|Gio Perez|Siobhan Fallon|Joel Garland,http://www.thebountyhunter-movie.net/,Andy Tennant,"It's a Job. It Isn't Personal. Well, Maybe a Little...",bounty hunter|ex husband ex wife relationship,"Milo Boyd is a bounty hunter whose latest gig is rather satisfying, as he finds out that the bail-skipper he must chase down is his own ex-wife, Nicole -- but she has no intention of getting nabbed without a fight. Complicating matters, Nicole's wannabe-boyfriend, Stewart, joins the chase.",110,Action,Columbia Pictures|Original Film|Relativity Media|Madhouse Entertainment,3/16/10,553,5.5,2010,40000000.0,136000000.0
1976,25195,tt1216492,1.2347,19000000,29922472,Leap Year,Amy Adams|Matthew Goode|Adam Scott|John Lithgow|Flaminia Cinque,http://www.leapyearfilm.net,Anand Tucker,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,taxi|bar|wales|marriage proposal|airplane,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",100,Romance|Comedy,Universal Pictures|Spyglass Entertainment|Octagon Films|BenderSpink|Birnbaum/Barber,1/8/10,283,6.3,2010,19000000.0,29922472.0
1977,22972,tt0947810,1.206958,100000000,94882889,Green Zone,Matt Damon|Greg Kinnear|Brendan Gleeson|Amy Ryan|Jason Isaacs,http://www.greenzonemovie.com/,Paul Greengrass,Chief Warrant Officer Roy Miller is done following orders,weapon of mass destruction|baghdad|iraqiÂ ,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors were dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",115,Action|Adventure|Drama|Thriller,Universal Pictures|StudioCanal|Dentsu|Relativity Media|Working Title Films,3/11/10,445,6.3,2010,100000000.0,94882889.0
1979,34806,tt1212436,1.2028450000000002,35000000,77477008,The Back-Up Plan,Jennifer Lopez|Alex O'Loughlin|Danneel Ackles|Eric Christian Olsen|Anthony Anderson,http://www.theback-upplan.com/,Alan Poul,"Fall in love, get married, have a baby. Not necessarily in that order.",kiss|sperm bank|romantic comedy|male female relationship|doctor,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.",106,Comedy|Romance,Escape Artists|CBS Films,4/23/10,290,5.7,2010,35000000.0,77477008.0
1981,41210,tt0889573,1.147365,19000000,49830607,The Switch,Jason Bateman|Jennifer Aniston|Jeff Goldblum|Juliette Lewis|Todd Louiso,http://theswitch-movie.com/,Josh Gordon|Will Speck,The most unexpected comedy ever conceived.,alcohol|single parent|baby|restaurant|aquarium,"An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own.",101,Comedy|Romance|Drama,Mandate Pictures|Bona Fide Productions|Echo Films,5/11/10,388,5.8,2010,19000000.0,49830607.0
1983,32856,tt0817230,1.1458059999999999,52000000,216485654,Valentine's Day,Jessica Alba|Jessica Biel|Bradley Cooper|Eric Dane|Patrick Dempsey,http://www.valentinesdaymovie.com/,Garry Marshall,A Love Story. More or Less.,flower|married couple|florist|kiss|single,"More than a dozen Angelenos navigate Valentine's Day from early morning until midnight. Three couples awake together, but each relationship will sputter; are any worth saving? A grade-school boy wants flowers for his first true love; two high school seniors plan first-time sex at noon; a TV sports reporter gets the assignment to find romance in LA; a star quarterback contemplates his future; two strangers meet on a plane; grandparents, together for years, face a crisis; and, an ""I Hate Valentine's Day"" dinner beckons the lonely and the lied to. Can Cupid finish his work by midnight?",125,Comedy|Romance,New Line Cinema|Karz Entertainment|Rice Films,2/10/10,675,5.6,2010,52000000.0,216485654.0
1984,46261,tt1270761,1.1383889999999999,25000000,36993168,Don't Be Afraid of the Dark,Katie Holmes|Guy Pearce|Bailee Madison|Alan Dale|Jack Thompson,http://www.dontbeafraidofthedark.com/,Troy Nixey,Fear is never just make believe,monster|remake|creature|bathtub|teeth,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,99,Fantasy|Horror|Thriller,Miramax Films|Gran Via Productions|FilmDistrict|Necropia|Tequila Gang,11/6/10,186,5.4,2010,25000000.0,36993168.0
1986,41439,tt1477076,1.1343969999999999,20000000,136150434,Saw 3D,Tobin Bell|Costas Mandylor|Betsy Russell|Cary Elwes|Sean Patrick Flanery,http://www.saw3dmovie.com,Kevin Greutert,The Traps Come Alive,survivor|self help guru|stabbed in the mouth|tricycle|prosthetic arm,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",90,Horror|Crime,Lionsgate|Twisted Pictures|Serendipity Productions,10/21/10,397,5.8,2010,20000000.0,136150434.0
1987,38575,tt1155076,1.125831,40000000,357852395,The Karate Kid,Jaden Smith|Jackie Chan|Taraji P. Henson|Yu Rong-Guang|Tess Liu,http://www.karatekid-themovie.com/,Harald Zwart,A Challenge He Never Imagined. A Teacher He Never Expected.,duringcreditsstinger,"12-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",140,Action|Adventure|Drama|Family,Columbia Pictures|Jerry Weintraub Productions|China Film Group|Overbrook Entertainment,6/10/10,1019,6.1,2010,40000000.0,357852395.0
1988,41733,tt1231583,1.119731,65000000,211780824,Due Date,Zach Galifianakis|Robert Downey Jr.|Michelle Monaghan|Jamie Foxx|Juliette Lewis,http://duedatemovie.warnerbros.com/,Todd Phillips,Leave Your Comfort Zone,highway|slacker|hitchhiker|wallet|sunglasses,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the ""no-fly"" list. Peter embarks on a terrifying journey when he accepts a ride from actor Ethan Tremblay.",95,Comedy|Drama,Legendary Pictures|Green Hat Films|Warner Bros.,11/4/10,1015,6.2,2010,65000000.0,211780824.0
1989,44147,tt1235189,1.1114870000000001,8000000,3453043,Wild Target,Bill Nighy|Emily Blunt|Rupert Grint|Rupert Everett|Eileen Atkins,http://www.wildtargetmovie.com/,Jonathan Lynn,They said 'Take her out'. He got the wrong idea.,london|mother|robbery|detective|assassin,"Victor Maynard is a middle-aged, solitary assassin, who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims, Rose. He spares her life, unexpectedly acquiring in the process a young apprentice, Tony. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client",98,Action|Comedy,Matador Pictures|Isle of Man Film|Magic Light Pictures|CinemaNX|Cinema Four,6/17/10,101,6.1,2010,8000000.0,3453043.0
1990,26389,tt1179034,1.107689,52000000,52615806,From Paris with Love,John Travolta|Jonathan Rhys Meyers|Kasia Smutniak|Richard Durden|Bing Yin,http://www.frompariswithlovefilm.com/,Pierre Morel,Two agents. One city. No merci.,paris|cia|undercover|explosive|pimp,"While working at the American embassy in Paris, low-level intelligence agent James Reece gets involved in espionage when he's pulled into a terrorist plot by high-ranking but uncouth American operative Charlie Wax, who's trying to stop it.",92,Action|Crime|Thriller,ApipoulaÃ¯|M6 Films|Canal+|TPS Star|Grive Productions,2/5/10,432,6.1,2010,52000000.0,52615806.0
1992,43923,tt0804497,1.084894,8000000,6491240,It's Kind of a Funny Story,Keir Gilchrist|Emma Roberts|Zach Galifianakis|Viola Davis|ZoÃ« Kravitz,http://focusfeatures.com/its_kind_of_a_funny_story,Anna Boden|Ryan Fleck,Sometimes what's in your head isn't as crazy as you think.,suicide|depression|independent film|coming of age|teen movie,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,101,Comedy|Drama,Focus Features,7/6/10,364,6.9,2010,8000000.0,6491240.0
1993,43539,tt1458175,1.078211,30000000,51148651,The Next Three Days,Russell Crowe|Elizabeth Banks|Brian Dennehy|RZA|Moran Atias,http://www.thenextthreedaysmovie.com/index.html,Paul Haggis,What if you had 72 hours to save everything you live for?,evidence|passport|argument|county jail|fingerprints,"A married couple's life is turned upside down when the wife is accused of a murder. Lara Brennan is arrested for murdering her boss with whom she had an argument. It seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. Her husband, John would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. And when the strain of being separated from her family, especially her son, gets to her, John decides to break her out. So he does a lot of research to find a way.",133,Romance|Drama|Thriller|Crime,Lionsgate|FidÃ©litÃ© Films|Hwy61,11/18/10,570,6.8,2010,30000000.0,51148651.0
1994,23437,tt1179056,1.074308,35000000,115664037,A Nightmare on Elm Street,Jackie Earle Haley|Katie Cassidy|Kyle Gallner|Kellan Lutz|Thomas Dekker,http://www.nightmareonelmstreet.com/,Samuel Bayer,Never Sleep Again.,freddy krueger|reboot,The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.,95,Horror|Mystery|Thriller,New Line Cinema|Platinum Dunes,4/30/10,423,5.5,2010,35000000.0,115664037.0
1995,34813,tt0480255,1.065023,25000000,23580000,The Losers,Jeffrey Dean Morgan|Zoe Saldana|Chris Evans|Idris Elba|Columbus Short,http://www.the-losers.com/,Sylvain White,Anyone Else Would Be Dead By Now.,hospital|black ops|reference to macgyver|sucked into jet engine,"A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.",97,Action|Adventure|Crime|Mystery|Thriller,DC Comics|Weed Road Pictures|Dark Castle Entertainment|Warner Bros.|DC Entertainment,4/23/10,298,6.2,2010,25000000.0,23580000.0
1996,45317,tt0964517,1.054685,25000000,9190869,The Fighter,Mark Wahlberg|Christian Bale|Amy Adams|Melissa Leo|Mickey O'Keefe,http://www.thefightermovie.com,David O. Russell,Every dream deserves a fighting chance.,sport|irish american|documentary crew|lowell massachusetts|blue collar worker,"The Fighter, is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer who rebounded in life after nearly being KO'd by drugs and crime.",116,Drama,Paramount Pictures,12/17/10,965,7.1,2010,25000000.0,9190869.0
1997,32823,tt1226229,1.047978,40000000,90029656,Get Him to the Greek,Jonah Hill|Russell Brand|Rose Byrne|Colm Meaney|Sean Combs,http://www.gethimtothegreek.net/,Nicholas Stoller,Aaron Green has 72 hours to get a Rock Star from London to L.A. Pray for him.,aftercreditsstinger,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",109,Comedy,Universal Pictures|Spyglass Entertainment|Relativity Media|Apatow Productions,6/4/10,359,5.9,2010,40000000.0,90029656.0
1999,20533,tt1075747,1.023117,47000000,10539000,Jonah Hex,Josh Brolin|John Malkovich|Megan Fox|Michael Fassbender|Will Arnett,http://jonah-hex.warnerbros.com/,Jimmy Hayward,Revenge gets ugly.,gunslinger|dc comics|hell|facial scar|death,"Gunsliger Jonah Hex (Josh Brolin) is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull (John Malkovich), a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child. Megan Fox plays a prostitute as well as Jonah Hex's love interst in the film.",80,Action|Western|Drama|Fantasy|Thriller,Warner Bros.,6/18/10,252,4.4,2010,47000000.0,10539000.0
